caso_id,nombre_caso,modulo,subproceso,tipo_prueba,prioridad,estado,severidad_defecto,defecto_id,ambiente,release,tester,fecha_ejecucion,duracion_min,evidencia,automatizado
TC-0375,Validar apertura,Cuentas,Mantenimiento,Integración,Crítica,Aprobado,Sin defecto,,QA,R25,Miguel,2026-07-26,38,Sí,Sí
TC-0376,Validar apertura,Cuentas,Cierre,Regresión,Alta,No ejecutado,Sin defecto,,SIT,R25,Laura,2026-08-09,0,No,No
TC-0377,Validar apertura,Cuentas,Mantenimiento,Integración,Crítica,Aprobado,Sin defecto,,QA,R25,Laura,2026-08-03,24,No,No
TC-0378,Validar pagos,Tarjetas,Pagos,Integración,Baja,Fallido,Alta,DEF-1191,QA,R25,Laura,2026-07-08,39,Sí,Sí
TC-0379,Validar pago de servicios,Pagos,ACH,API,Crítica,Aprobado,Sin defecto,,UAT,R25,Miguel,2026-08-14,18,Sí,No
TC-0380,Validar internas,Transferencias,Límites,Seguridad,Media,Aprobado,Sin defecto,,SIT,R25,Laura,2026-07-05,25,Sí,No
TC-0381,Validar cargos,Cuentas,Mantenimiento,API,Baja,Aprobado,Sin defecto,,SIT,R25,Laura,2026-07-07,57,Sí,Sí
TC-0382,Validar reversos,Pagos,LBTR,API,Crítica,Aprobado,Sin defecto,,UAT,R25,Laura,2026-07-04,47,Sí,Sí
TC-0383,Validar límites,Transferencias,Reversos,API,Baja,Fallido,Alta,DEF-1274,QA,R25,José,2026-08-02,11,Sí,Sí
TC-0384,Validar actualización,Clientes,Creación,COB/EOD,Crítica,Fallido,Media,DEF-1315,SIT,R25,Miguel,2026-07-20,52,Sí,No
TC-0385,Validar debida diligencia,Clientes,Bloqueo,Regresión,Baja,Aprobado,Sin defecto,,SIT,R25,Carlos,2026-07-08,50,Sí,No
TC-0386,Validar actualización,Clientes,Actualización,Seguridad,Media,Aprobado,Sin defecto,,QA,R25,José,2026-07-27,10,Sí,No
TC-0387,Validar lbtr,Pagos,Reversos,API,Media,Fallido,Media,DEF-1129,SIT,R25,Elena,2026-07-08,19,Sí,No
TC-0388,Validar actualización,Clientes,Debida diligencia,Funcional,Alta,Aprobado,Sin defecto,,QA,R25,José,2026-08-14,62,No,Sí
TC-0389,Validar actualización,Clientes,Actualización,Funcional,Alta,Aprobado,Sin defecto,,QA,R25,Elena,2026-07-09,6,Sí,No
TC-0390,Validar cuotas,Préstamos,Pagos,COB/EOD,Crítica,Fallido,Alta,DEF-1360,QA,R25,Elena,2026-07-10,67,Sí,No
TC-0391,Validar reversos,Pagos,Reversos,Funcional,Media,Bloqueado,Alta,DEF-1391,QA,R25,Laura,2026-08-09,73,Sí,No
TC-0392,Validar interbancarias,Transferencias,Límites,Regresión,Crítica,No ejecutado,Sin defecto,,SIT,R25,José,2026-08-03,0,No,Sí
TC-0393,Validar mantenimiento,Cuentas,Mantenimiento,Integración,Alta,Aprobado,Sin defecto,,UAT,R25,José,2026-07-25,59,Sí,No
TC-0394,Validar pagos,Préstamos,Desembolso,Integración,Alta,Aprobado,Sin defecto,,SIT,R25,Ana,2026-08-14,59,Sí,No
TC-0395,Validar reversos,Pagos,LBTR,COB/EOD,Alta,Aprobado,Sin defecto,,SIT,R25,Elena,2026-07-28,14,Sí,No
TC-0396,Validar consumos,Tarjetas,Bloqueo,Integración,Baja,Aprobado,Sin defecto,,QA,R25,José,2026-07-10,14,Sí,No
TC-0397,Validar cargos,Cuentas,Cargos,API,Baja,Aprobado,Sin defecto,,UAT,R25,Elena,2026-08-03,68,Sí,No
TC-0398,Validar límites,Transferencias,Reversos,API,Media,Aprobado,Sin defecto,,QA,R25,José,2026-07-21,19,Sí,No
TC-0399,Validar reversos,Préstamos,Cuotas,Integración,Media,Aprobado,Sin defecto,,UAT,R25,Carlos,2026-07-05,38,Sí,No
TC-0400,Validar reversos,Préstamos,Reversos,Regresión,Crítica,Bloqueado,Media,DEF-1085,QA,R25,Elena,2026-07-28,42,Sí,No
TC-0401,Validar actualización,Clientes,Debida diligencia,Funcional,Crítica,Aprobado,Sin defecto,,SIT,R25,Elena,2026-07-03,64,Sí,No
TC-0402,Validar cierre,Cuentas,Mantenimiento,Seguridad,Media,Aprobado,Sin defecto,,QA,R25,Elena,2026-08-11,35,Sí,No
TC-0403,Validar cuotas,Préstamos,Pagos,Regresión,Media,Fallido,Media,DEF-1403,QA,R25,José,2026-08-14,6,Sí,No
TC-0404,Validar pagos,Préstamos,Reversos,API,Media,Aprobado,Sin defecto,,QA,R25,José,2026-08-06,17,Sí,No
TC-0405,Validar reversos,Transferencias,Reversos,Funcional,Media,Aprobado,Sin defecto,,SIT,R25,Elena,2026-07-06,8,Sí,No
TC-0406,Validar pagos,Préstamos,Desembolso,Seguridad,Media,Aprobado,Sin defecto,,SIT,R25,José,2026-07-02,18,Sí,Sí
TC-0407,Validar reversos,Pagos,Pago de servicios,Funcional,Crítica,Aprobado,Sin defecto,,QA,R25,Ana,2026-07-28,34,Sí,No
TC-0408,Validar ach,Pagos,ACH,Integración,Baja,Aprobado,Sin defecto,,UAT,R25,Laura,2026-08-13,52,Sí,Sí
TC-0409,Validar apertura,Cuentas,Cargos,Funcional,Media,Aprobado,Sin defecto,,UAT,R25,Miguel,2026-07-08,30,Sí,Sí
TC-0410,Validar actualización,Clientes,Actualización,Regresión,Alta,Aprobado,Sin defecto,,UAT,R25,Miguel,2026-07-10,56,Sí,Sí
TC-0411,Validar interbancarias,Transferencias,Límites,Regresión,Alta,Aprobado,Sin defecto,,SIT,R25,Carlos,2026-07-08,17,Sí,No
TC-0412,Validar pagos,Préstamos,Cuotas,Funcional,Media,Aprobado,Sin defecto,,SIT,R25,Elena,2026-08-09,55,Sí,Sí
TC-0413,Validar cuotas,Préstamos,Cuotas,Funcional,Alta,Aprobado,Sin defecto,,UAT,R25,Carlos,2026-07-02,45,Sí,Sí
TC-0414,Validar cuotas,Préstamos,Desembolso,Regresión,Alta,Aprobado,Sin defecto,,QA,R25,Ana,2026-07-14,41,Sí,No
TC-0415,Validar apertura,Cuentas,Cierre,Integración,Baja,Aprobado,Sin defecto,,SIT,R25,José,2026-08-08,20,Sí,Sí
TC-0416,Validar límites,Transferencias,Internas,Seguridad,Baja,Aprobado,Sin defecto,,SIT,R25,Elena,2026-07-17,71,Sí,Sí
TC-0417,Validar cuotas,Préstamos,Desembolso,Integración,Media,Aprobado,Sin defecto,,UAT,R25,Carlos,2026-07-15,8,Sí,No
TC-0418,Validar cargos,Cuentas,Cierre,Regresión,Media,Aprobado,Sin defecto,,SIT,R25,Laura,2026-08-13,23,Sí,No
TC-0419,Validar actualización,Clientes,Creación,Regresión,Media,Aprobado,Sin defecto,,UAT,R25,José,2026-07-05,69,Sí,No
TC-0420,Validar bloqueo,Tarjetas,Pagos,Integración,Alta,Aprobado,Sin defecto,,SIT,R25,Carlos,2026-07-26,49,Sí,No
